no,flag
5435,0.11116577
9924,0.06516899
7353,0.030719507
13012,0.05440443
6144,0.03147911
9150,0.056771476
6785,0.04213183
14771,0.017563822
15748,0.060656972
11227,0.07688856
10724,0.057166714
1996,0.08479992
13992,0.048674565
13754,0.056415346
9164,0.03336747
15566,0.13086118
1357,0.057649665
12208,0.032985788
5772,0.07582301
13986,0.047588993
15605,0.060574032
15138,0.09555719
4435,0.018307399
130,0.08142878
16935,0.0776678
9564,0.0683471
460,0.05426638
4450,0.0776678
14455,0.019120548
2299,0.04108997
4411,0.14775552
10881,0.025566325
5930,0.040481206
5508,0.040267646
14818,0.060321867
12922,0.037583824
13251,0.07887627
3917,0.020873562
11815,0.0776678
630,0.076093934
7920,0.028498154
7152,0.07369521
9346,0.016146
2624,0.075223505
4128,0.100113094
16290,0.075223505
9731,0.043751907
8438,0.0131669305
7955,0.049249828
12154,0.11199532
6187,0.04181574
13042,0.07541422
11088,0.06617913
5858,0.07926346
5593,0.029902155
3144,0.050615124
15834,0.04062471
3932,0.075223505
10873,0.06472973
12037,0.24712515
12966,0.07653641
13517,0.06791035
4059,0.116913095
1643,0.07926346
5159,0.17726743
6046,0.06910785
8793,0.031938534
909,0.07688856
2765,0.039523616
12388,0.07897505
12914,0.035011444
6614,0.15186842
7266,0.14579932
4566,0.09025838
9717,0.09199796
17158,0.06927667
11811,0.044141866
12926,0.051143292
14962,0.025042769
15491,0.045085095
7502,0.075223505
12697,0.045965154
16041,0.027248973
8145,0.052945588
3294,0.15460898
14245,0.13343415
10806,0.07532919
2479,0.060158063
4526,0.06399544
13896,0.022363463
4839,0.14139691
7881,0.049007528
1602,0.04589366
14413,0.06360365
1934,0.075223505
1365,0.06839327
14984,0.06664951
11826,0.20202462
15876,0.056442652
9882,0.074673414
2527,0.05581622
15674,0.032457747
7476,0.11282072
15282,0.14514874
14825,0.04267089
5285,0.07962172
7585,0.060944814
16023,0.122481115
6496,0.029951401
12883,0.029658727
9229,0.05763956
7634,0.10408255
9274,0.14339349
16650,0.030723022
283,0.075223505
14213,0.17391223
13770,0.17974317
9779,0.025241408
274,0.13370194
13642,0.025625866
16089,0.07887627
17071,0.15295067
1939,0.052913807
249,0.15648009
16375,0.07926346
7230,0.083019085
3339,0.13248621
4710,0.054559205
6283,0.024821673
11997,0.029855313
6631,0.09913861
14690,0.07046206
10199,0.059456848
16774,0.045639656
9513,0.062429976
5580,0.0404221
7861,0.075223505
15750,0.06472973
2630,0.072009265
10222,0.026049227
778,0.07221407
11932,0.07887627
63,0.075223505
14875,0.075223505
12362,0.050735027
11289,0.07926346
7618,0.063996375
13656,0.16757399
1296,0.0682639
17009,0.08553531
9139,0.08061514
11732,0.07653641
1713,0.07688856
6587,0.028197732
10510,0.036774416
2884,0.055005025
3931,0.02889224
15056,0.13638122
5390,0.050482526
3864,0.20235655
14287,0.05941241
3861,0.08930561
2780,0.075223505
1746,0.047281526
6105,0.07369521
9830,0.050793182
13370,0.075223505
14305,0.037449848
4667,0.03812807
15829,0.0776678
13000,0.075223505
7919,0.08675815
12013,0.05752133
9086,0.075223505
7550,0.098096535
2656,0.09323171
953,0.23089837
8529,0.05592621
5480,0.072873496
6467,0.06472973
6577,0.07301675
12546,0.09438545
16982,0.017298684
13985,0.08944177
11869,0.0544173
6892,0.074137986
2645,0.063449964
6769,0.04345071
3943,0.060978964
12906,0.06389735
9209,0.079979055
10460,0.075223505
11401,0.026084302
5091,0.08969375
8200,0.09680898
4037,0.077536836
9184,0.11410125
6296,0.05837858
12597,0.042769484
15645,0.07887627
9357,0.07822807
10360,0.08769851
15913,0.24696049
1228,0.07653641
6398,0.07740974
4620,0.08493965
4393,0.03732
7273,0.10200316
6063,0.09446926
7118,0.10548949
9719,0.069787465
9014,0.0671312
3083,0.05738405
4796,0.042173773
10368,0.07887627
9937,0.020116663
15246,0.060367487
2701,0.065872
5768,0.068928204
15854,0.066627525
11470,0.113661475
7219,0.07688856
17063,0.028580425
1266,0.047804862
12513,0.021602454
401,0.2985937
11358,0.103902474
9651,0.07532919
9449,0.046865378
17090,0.03948448
3628,0.029963296
17016,0.036252696
10891,0.23384856
8523,0.06583894
14952,0.075223505
11413,0.16254343
13853,0.029677402
10541,0.04146237
11975,0.032566626
8066,0.08061514
4646,0.08638921
10941,0.042540036
4262,0.040954094
5897,0.05135703
14484,0.052017216
2968,0.05452375
1407,0.07688856
12837,0.054532405
2265,0.03240409
1816,0.118396156
10689,0.034154788
3970,0.04162885
12850,0.11235105
7008,0.08930561
9510,0.1026824
4669,0.07688856
12668,0.066157565
4052,0.026627513
13379,0.08729205
15187,0.075223505
15255,0.07688856
11655,0.07688856
8626,0.075223505
13221,0.018442078
13852,0.061877083
6206,0.09174347
15505,0.058894753
3657,0.075223505
1833,0.07369521
5610,0.061877083
11107,0.06022052
4133,0.09343033
17006,0.075223505
15523,0.04696324
12758,0.09777616
10,0.08930561
9686,0.025254365
11668,0.03615439
3038,0.095149204
10240,0.057340607
4831,0.06791035
12821,0.066290975
932,0.07926346
12517,0.058303703
10397,0.05421622
11651,0.031639107
7468,0.19072609
9964,0.03616731
3403,0.08302302
8819,0.07887627
1420,0.026177315
1450,0.044892903
146,0.07871664
7456,0.082290486
7077,0.16519256
14089,0.07887627
15419,0.071331464
4694,0.074673414
16236,0.028341081
9355,0.0323342
2649,0.061380006
14794,0.060021758
4987,0.075223505
14255,0.0695063
2996,0.099874556
1011,0.09938168
7907,0.025887817
15060,0.07299172
12750,0.09497007
7849,0.07688856
11477,0.3064546
17160,0.08132635
3101,0.11084382
15962,0.075223505
4677,0.060588412
5246,0.05812414
5755,0.0776678
7791,0.075223505
7830,0.075223505
1285,0.061380338
6238,0.075223505
9406,0.07926346
17397,0.031603128
15352,0.052693117
15968,0.021582996
13017,0.1845251
16646,0.056857444
10918,0.14596689
10665,0.07822807
9221,0.13504471
13164,0.16357993
17289,0.07926346
17013,0.036773518
15463,0.0980724
8342,0.022818143
9092,0.07389733
13859,0.055211782
16844,0.04267193
92,0.022885766
11745,0.051802035
6414,0.08238885
4536,0.03087061
6402,0.038014527
10257,0.0776678
15494,0.12146053
1619,0.053692337
4805,0.07532919
5229,0.040422957
9119,0.08142878
13997,0.034268145
12467,0.20494337
1900,0.07688856
11356,0.072705135
15979,0.070725724
10535,0.075223505
8232,0.036522366
6626,0.089248694
4904,0.075223505
2212,0.028741892
4875,0.05206374
648,0.07926346
9915,0.110517815
8967,0.07926346
8304,0.06850018
7117,0.07688856
12470,0.07688856
8874,0.041227
2378,0.07553235
10373,0.07688856
15096,0.076093934
3975,0.05060383
12582,0.069661334
7724,0.075223505
15349,0.06957393
16572,0.039003346
7126,0.050753597
9951,0.16202524
14250,0.07887627
7639,0.17718056
17022,0.101752825
2513,0.059608217
2452,0.077219754
6784,0.053429235
7909,0.07926346
2433,0.09169245
7011,0.07093213
11527,0.06617913
4936,0.017144572
3267,0.114799716
6702,0.075223505
9536,0.06617913
493,0.06561784
6853,0.09668803
9322,0.06472973
16401,0.16576457
8186,0.02958542
14958,0.098096535
12764,0.08142878
16420,0.082549304
15809,0.07672365
4954,0.04721298
12734,0.09724963
7200,0.075531915
2588,0.046298586
17186,0.044165775
9785,0.08849843
15682,0.049828134
12243,0.075223505
5142,0.06258676
8207,0.06233315
10007,0.037581075
7885,0.09645076
7050,0.075223505
14610,0.06769912
12956,0.057568125
13103,0.07121856
2800,0.03413487
15924,0.025547931
8637,0.075223505
3135,0.049893104
7547,0.075223505
11595,0.06063672
15702,0.04288402
15659,0.07887627
2146,0.12757625
6148,0.06865913
8112,0.14919263
2501,0.07653641
13224,0.03703828
12830,0.09779691
12406,0.047588993
5598,0.020218829
10503,0.026223032
16270,0.07926346
10752,0.03747916
6889,0.03737933
13982,0.042891145
15859,0.15845478
1363,0.14843452
15235,0.12610519
15397,0.061208062
14863,0.07688856
12662,0.07124842
7471,0.05974412
2088,0.08675815
11308,0.0937762
2552,0.06391023
10340,0.07554977
10995,0.08933856
6400,0.048815098
12876,0.051981438
6001,0.05969643
8324,0.15618037
113,0.05863257
8108,0.0673433
4557,0.069966145
2217,0.033872128
16252,0.05140019
1852,0.075223505
11381,0.094407536
16455,0.03774282
5263,0.08300531
764,0.07369521
15878,0.12740642
7331,0.13208456
6938,0.03147211
4891,0.05689044
12258,0.021340596
248,0.033424854
8464,0.07926346
13638,0.049964137
603,0.051946796
11843,0.10174651
13567,0.085236065
6356,0.031817496
8677,0.05060383
4503,0.03656117
9681,0.039487384
1138,0.052691024
5889,0.1057161
150,0.20136262
16230,0.055116437
9095,0.06664951
2611,0.024639305
15054,0.07030743
7879,0.021635102
553,0.030267349
2732,0.13972627
16022,0.048445765
9574,0.09133815
13030,0.060576733
11684,0.018477913
6798,0.018069413
2405,0.0780927
14832,0.124861695
14408,0.0776678
13668,0.033890296
11421,0.07875464
9277,0.07926346
608,0.0776678
14405,0.075223505
17247,0.07653641
10109,0.12555064
7007,0.075223505
6883,0.031142276
15986,0.07688856
4738,0.026054423
5809,0.076093934
11136,0.03562362
9682,0.09025838
10010,0.066777565
14328,0.076093934
7733,0.07262558
1206,0.042427786
4081,0.07097828
1957,0.06472973
14354,0.08061514
16503,0.03809298
7019,0.029046439
4381,0.016991004
363,0.07653641
1679,0.075223505
11860,0.04740918
6302,0.08486541
14846,0.018240947
14602,0.034225516
11694,0.08944177
4290,0.10458069
17347,0.05201534
6914,0.08088104
1286,0.039677657
6931,0.05353629
16562,0.047514435
4791,0.07691922
17132,0.1130498
4,0.06606299
11946,0.075223505
14789,0.080466546
936,0.06367065
16912,0.047604203
6320,0.075223505
10312,0.05205973
15609,0.0776678
6149,0.07053667
17359,0.14398739
4932,0.07369521
14467,0.035419438
11551,0.050946597
1123,0.037762247
11,0.075223505
7224,0.08108169
6863,0.09668803
10748,0.07532919
8484,0.0481356
675,0.061603863
12178,0.07688856
2953,0.06344548
9397,0.13827328
10304,0.075223505
11621,0.113151886
10480,0.0689079
5726,0.027346121
6819,0.096822925
4030,0.062802814
7003,0.07653641
10886,0.05359842
13130,0.05526337
1176,0.047345705
13777,0.11738087
10275,0.06905031
5690,0.043421756
11282,0.07688856
14798,0.048478097
1572,0.08167103
8012,0.0557363
14294,0.07050175
3670,0.08675815
15806,0.059396617
14563,0.033134803
5442,0.04464141
2679,0.032556783
4231,0.04296103
7741,0.046812586
16861,0.039447505
1389,0.031235311
16254,0.07887627
12766,0.07688856
5364,0.06338136
8020,0.049477473
3923,0.049988147
872,0.055895984
13558,0.038917866
6569,0.04709953
4029,0.075223505
16904,0.079019725
3015,0.03139735
12035,0.075223505
11510,0.05883858
15297,0.02604281
14457,0.06506428
3241,0.07653641
3374,0.16826631
13322,0.058130097
8229,0.04020352
16369,0.10563582
9169,0.07977735
9600,0.094303496
13319,0.04006774
3993,0.047751516
6170,0.13130577
15792,0.075223505
14723,0.046823256
13158,0.08769142
557,0.10078568
15598,0.098096535
9515,0.027219733
6902,0.07124842
6263,0.022369405
3212,0.028423244
14560,0.05252361
8044,0.06617913
751,0.07369521
10633,0.10830075
9555,0.03090781
6786,0.05083091
17205,0.0776678
5048,0.19003661
14223,0.07887627
3802,0.041090935
2962,0.018255332
4397,0.048689857
149,0.030363604
12794,0.028693907
15209,0.07711315
6766,0.040508896
1515,0.075223505
14062,0.063335575
10757,0.08969375
15892,0.07532919
16321,0.07949645
14922,0.05429065
15894,0.06740846
6374,0.05635603
9528,0.024637036
8015,0.08326187
5701,0.061538287
5126,0.0776678
8230,0.07978949
16289,0.075223505
4832,0.042185564
6965,0.045486715
9786,0.051449534
3499,0.075223505
2376,0.075223505
5649,0.06744996
1310,0.07688856
1083,0.07653641
8810,0.049477473
14536,0.12784128
4688,0.0776678
16798,0.25496647
15200,0.075223505
7147,0.07370278
7374,0.053509627
956,0.07532919
8961,0.07045769
11205,0.02045852
12053,0.036400013
13747,0.047588993
1883,0.06929899
14443,0.15648009
13967,0.07262558
8101,0.049884263
11747,0.07822807
17038,0.038428627
5000,0.07688856
2840,0.06768727
9051,0.019358302
13760,0.08486541
16184,0.08181715
6292,0.075223505
3639,0.075223505
4341,0.068539806
382,0.075890794
16318,0.049477473
9609,0.07653641
11250,0.057105817
416,0.09747294
2587,0.03805373
6941,0.039086573
12389,0.04755622
10543,0.07655448
14353,0.092997596
3177,0.074824736
10140,0.076093934
4012,0.06472973
11483,0.075223505
3644,0.06791035
743,0.03760143
3058,0.075223505
13602,0.037600562
10845,0.14449011
1986,0.033673998
3003,0.03722377
7622,0.08675815
11114,0.03399364
409,0.04270924
1855,0.056212943
7538,0.0776678
9389,0.03730301
16575,0.16952157
14535,0.07369521
14172,0.075223505
12331,0.06472973
8377,0.06098694
14667,0.08078341
11767,0.048782326
3273,0.034796823
1597,0.07688856
6443,0.045740668
1615,0.03101898
9573,0.019876566
12209,0.10315935
11397,0.17426927
370,0.24263005
9181,0.066187985
12765,0.05971348
4071,0.04692
12528,0.06472973
8886,0.07926346
12835,0.075223505
9883,0.06991739
6992,0.021768475
10930,0.033920698
8340,0.03623118
4949,0.106657155
7700,0.0893243
5595,0.050825402
14603,0.07688856
17295,0.059715733
7863,0.03390817
5973,0.042998176
7171,0.035835568
11247,0.07061356
11622,0.16662195
4213,0.048679754
15267,0.040379442
3001,0.075223505
10490,0.075223505
5996,0.075223505
2999,0.07234982
8840,0.04515118
2042,0.07369521
15369,0.04256232
13966,0.043538194
8709,0.046064004
15149,0.04334601
15423,0.083094746
3874,0.07688856
5211,0.03913243
587,0.034096554
16684,0.075223505
1514,0.075223505
2914,0.05434499
11909,0.06710515
14505,0.15743767
10474,0.091360115
13772,0.17854556
5179,0.083094746
9387,0.03694835
10298,0.08553427
7841,0.02244382
10577,0.08142878
3789,0.054156322
12741,0.05007149
1242,0.033080984
2125,0.037848
11683,0.045156177
12729,0.045085095
15710,0.11078903
13038,0.04894357
6895,0.13608243
6233,0.08310873
7959,0.1125567
6791,0.0776678
14066,0.02855034
15390,0.023217445
4645,0.01618338
13905,0.027452258
17259,0.073456466
13976,0.027758459
6776,0.06450764
2637,0.026695501
1722,0.16206066
2153,0.05426726
12168,0.075223505
10073,0.08480557
1646,0.120262645
14284,0.04660104
9619,0.07688856
6920,0.06664951
8735,0.03541472
9011,0.075223505
17003,0.0304178
10536,0.075223505
2994,0.32874966
5160,0.07171992
5412,0.04719802
2719,0.026373727
7379,0.06818129
14040,0.14803053
3910,0.08796188
480,0.03028017
17340,0.075223505
14056,0.075223505
15772,0.075223505
2675,0.07688856
14689,0.0776678
7984,0.023876125
1636,0.034787204
9175,0.07688856
10201,0.05685918
397,0.045075323
9781,0.04415433
9234,0.0900797
15889,0.038195804
9901,0.07369521
16787,0.042599488
15051,0.06910785
14382,0.044075873
1443,0.028161233
17100,0.07655448
8064,0.0776678
5267,0.10757828
7343,0.07369521
11681,0.050035596
16360,0.10644375
11460,0.041977823
13520,0.06818129
15196,0.18335412
11344,0.04818137
12457,0.037181757
4842,0.037855797
13123,0.07369521
7911,0.10200316
8887,0.07532919
13239,0.018917063
11087,0.060596015
16712,0.17777508
17407,0.075223505
7414,0.06554142
14823,0.0776678
1906,0.25237432
11444,0.06472973
4821,0.060621556
15393,0.08675815
13345,0.022334779
6669,0.09346673
1685,0.08517115
9215,0.07585051
2698,0.03279439
12678,0.12641872
2499,0.07926346
4840,0.075223505
16824,0.05812414
16082,0.06627762
13717,0.15442596
3031,0.057159673
6820,0.06212291
15914,0.029592928
15097,0.20713508
2965,0.067610584
3316,0.047575578
1279,0.076093934
11267,0.11273924
5244,0.058748428
3055,0.07369521
15210,0.044648286
2979,0.038027704
3152,0.07688856
13583,0.06745749
4896,0.01715174
2389,0.052545257
13266,0.075223505
1828,0.03488425
16697,0.06839327
8313,0.30611494
9846,0.017146531
16748,0.075223505
3773,0.098914936
5894,0.0377573
5830,0.046156663
9560,0.052945588
5505,0.079019725
9720,0.047588993
4586,0.028082946
9829,0.07688856
12501,0.075223505
1356,0.07369521
5006,0.065711714
10526,0.06617913
17027,0.036141306
8587,0.021421706
4852,0.07128635
10125,0.036425404
13277,0.06811711
3119,0.0673433
16881,0.075223505
5231,0.04553452
16852,0.057780348
8752,0.07232777
11661,0.1626536
5763,0.06484648
13593,0.09932547
14781,0.028467247
5584,0.048728745
14694,0.08431858
17392,0.022399468
2494,0.045595974
5814,0.097353764
2767,0.049477473
16853,0.044560287
10338,0.033587214
10919,0.085843235
7029,0.030721977
13216,0.058983017
17033,0.08061514
11819,0.06942568
7450,0.027438313
2335,0.049443632
15747,0.07887627
15500,0.049959507
8347,0.07352616
10538,0.07688856
12064,0.10962362
15603,0.037720278
1657,0.09920139
9315,0.096218646
1248,0.07958639
1705,0.058217246
6173,0.08224394
5038,0.1044591
1498,0.07688856
6834,0.06839327
15123,0.047588993
1894,0.06839327
9840,0.062349845
12585,0.04695457
11317,0.026749082
6881,0.023753326
14757,0.072884835
12073,0.07214669
11854,0.075223505
17208,0.11599572
10149,0.10495214
5389,0.1370729
12326,0.08172102
13587,0.04522356
8134,0.075223505
1119,0.09400092
9269,0.034123346
8127,0.075223505
17363,0.112363495
12479,0.06791035
627,0.10597013
7448,0.075223505
12114,0.10326382
9875,0.06619932
6449,0.06631852
9582,0.04918144
2532,0.03796669
3450,0.075223505
1844,0.08956031
15437,0.07653641
8507,0.019902878
14169,0.044075873
5881,0.049554963
7522,0.046916366
10302,0.1698137
13720,0.064367495
12639,0.029323278
16984,0.029039662
13114,0.11644168
11792,0.20395598
8641,0.096638255
14063,0.04684501
13274,0.21648443
1959,0.075223505
15595,0.04427156
4819,0.071832076
14710,0.06472973
15279,0.0297529
4602,0.075223505
6310,0.04470472
16237,0.0776279
3568,0.11676296
8420,0.06751854
6915,0.11486124
15862,0.12045964
4640,0.12594135
16973,0.020977302
43,0.030480202
7558,0.03732779
4342,0.051981438
5955,0.06839327
15398,0.076093934
14130,0.05924012
10158,0.024023237
14768,0.075223505
9841,0.062832884
14379,0.059916314
14414,0.18064442
8238,0.09291753
9149,0.06664951
7193,0.025683675
3600,0.044815242
2605,0.1588417
13480,0.108675376
2836,0.07688856
11157,0.08987051
2190,0.07313819
14909,0.075223505
2093,0.07887627
1100,0.034084223
11452,0.16495423
15687,0.03789827
14711,0.07532919
15825,0.18335412
8539,0.09602278
3396,0.04387918
132,0.09025838
3213,0.08816731
2603,0.07369521
12916,0.120555565
7623,0.0783549
17136,0.04189353
3178,0.07688856
12805,0.051166832
13615,0.08337725
12771,0.040077645
17029,0.05910034
7246,0.075223505
5869,0.07926346
10343,0.08675815
3154,0.041456047
7169,0.06980595
11013,0.049118973
15627,0.022848424
4771,0.032443643
11406,0.075223505
16445,0.15430556
5415,0.06366242
10245,0.060588412
11550,0.024599407
8700,0.081176385
10667,0.04360923
14222,0.075223505
13512,0.034121763
16287,0.06309924
4525,0.22069626
11024,0.15767002
7410,0.06844557
12451,0.070843756
13525,0.039255083
11682,0.07688856
14149,0.09540774
10239,0.04310419
10249,0.08078341
11035,0.075223505
2195,0.07730359
4131,0.075223505
6241,0.051723912
5197,0.08675815
6667,0.079019725
5200,0.032402977
13194,0.09174546
14945,0.075223505
11318,0.056816455
15387,0.07926346
1671,0.1576586
12086,0.049739935
16131,0.035607148
518,0.019848892
4946,0.06291012
16418,0.075223505
11713,0.12852198
14839,0.13788976
12018,0.097345404
12937,0.029130008
3392,0.06478106
2407,0.12158288
7831,0.06472973
6427,0.047247697
16767,0.016053345
2641,0.08061514
2716,0.041281063
12720,0.04008691
9187,0.07887627
9856,0.05581622
14220,0.0870459
8773,0.04353483
11828,0.090009846
549,0.056129213
1065,0.075357415
11822,0.065461606
4026,0.054615967
2634,0.039968975
6511,0.055846833
1843,0.13128828
2429,0.04586812
12649,0.075223505
2598,0.075223505
12007,0.07688856
13355,0.07871117
11334,0.080657504
16476,0.050371274
2626,0.09025838
12927,0.025285926
10107,0.089959085
3512,0.102091044
2579,0.075223505
59,0.032740507
8436,0.075223505
6090,0.10370983
10985,0.08144798
9888,0.063248955
17277,0.08055105
6138,0.08750684
8627,0.15356147
1175,0.14594266
9741,0.053730678
11670,0.075223505
11695,0.11063603
7829,0.07926719
3060,0.03807397
15442,0.017673232
11588,0.030861203
5441,0.075223505
12691,0.12504447
14022,0.04544875
9052,0.0830693
5394,0.051496163
12040,0.05468307
3023,0.08326187
13366,0.041939642
2132,0.07887627
14983,0.058670443
14225,0.026954545
5968,0.023157187
6143,0.031215765
7244,0.075223505
12575,0.058165662
16200,0.1241671
3805,0.048674565
12950,0.075223505
15958,0.075223505
12171,0.075223505
14588,0.060553044
7750,0.105246514
2535,0.16276848
13332,0.022742629
14872,0.045831647
7660,0.026601532
1487,0.106984526
4062,0.07369521
5350,0.061331294
15729,0.075223505
10999,0.025290785
4208,0.03431827
14083,0.047550466
12776,0.034142528
3141,0.10077478
7820,0.086272664
387,0.041772593
5468,0.027275495
5353,0.07532919
12349,0.06910785
15838,0.083697185
10902,0.02949977
148,0.035719898
10289,0.17288367
5053,0.07688856
12400,0.037244875
13614,0.10966144
5998,0.058287855
13689,0.14530341
14070,0.06844557
5886,0.031866424
13125,0.051707413
9487,0.09396954
2196,0.04319641
2967,0.04962893
8763,0.064497836
12953,0.025916826
8795,0.08361219
6768,0.08675815
15675,0.07887627
9028,0.075077236
4426,0.047588993
7154,0.10375756
13769,0.05567424
13694,0.08675815
7835,0.07844558
1613,0.04377687
1739,0.042913564
1549,0.1259677
16890,0.026728533
15129,0.09964126
618,0.0472735
10152,0.047588993
10544,0.045936625
4354,0.03620492
11638,0.042855013
5342,0.038914472
1642,0.12021885
7521,0.07949645
1452,0.06617913
6219,0.020298054
15034,0.07887627
2660,0.03220593
5664,0.053883426
13851,0.17071952
6114,0.12766479
7943,0.07963853
4056,0.07548368
12812,0.026260361
5500,0.0491831
16679,0.026915887
14096,0.07653641
75,0.075223505
15264,0.17487605
2974,0.075223505
3327,0.07688856
4065,0.053933963
12578,0.01719479
7798,0.12738182
12152,0.075223505
5381,0.075223505
11956,0.09932547
11145,0.02645795
11585,0.04892421
5463,0.02837645
3629,0.05034279
263,0.03234424
15281,0.024571568
10989,0.049477473
14996,0.08716398
5879,0.05590158
1027,0.052914
3293,0.06378132
11056,0.054363016
7789,0.075223505
3387,0.07887627
724,0.09069049
10375,0.016178088
8443,0.106835924
14721,0.020979803
9706,0.02346993
12948,0.027752226
16134,0.06246966
13253,0.08412272
13320,0.075223505
1446,0.037927575
12596,0.075223505
9161,0.08711076
14028,0.05025709
6056,0.1057161
14171,0.047588993
12246,0.17194043
8198,0.093746714
7510,0.05464293
6841,0.07400088
14728,0.062809624
13748,0.023119954
17396,0.072696984
8695,0.081745714
4117,0.07653641
16796,0.0704687
2260,0.10986481
15796,0.06844557
3849,0.055523854
14318,0.07688856
9674,0.09186749
11077,0.04780002
4930,0.06472973
682,0.046874113
1437,0.106657155
3472,0.03336211
12749,0.1304926
13618,0.11480912
15147,0.19146046
6664,0.048846733
3363,0.09060711
5122,0.1660515
7523,0.07887627
5347,0.07926346
12862,0.076093934
1088,0.06791035
13396,0.07887627
15351,0.075223505
3489,0.049969025
5089,0.075223505
14131,0.101104654
1116,0.10538131
8338,0.069918565
2521,0.075223505
5677,0.0673433
8216,0.046603575
2583,0.08763623
8788,0.044840764
15695,0.036668908
9890,0.10538131
291,0.102091044
2168,0.062883265
3195,0.2544765
16362,0.028972741
398,0.0776678
12279,0.14001602
13951,0.07887627
512,0.075223505
1893,0.05872966
10400,0.043898854
1676,0.07727307
10790,0.17941327
1115,0.021142391
14112,0.23093559
1089,0.0654806
5326,0.06541588
15811,0.028629627
4453,0.07359082
7268,0.0776678
7160,0.030760042
8633,0.07748292
14268,0.15295216
12025,0.04908045
10186,0.055487018
13725,0.054549348
5313,0.055136267
6591,0.04285645
15789,0.06640562
2784,0.06472973
616,0.083094746
4188,0.069918565
11789,0.13633518
4153,0.079779305
4304,0.05580697
8828,0.038135555
4323,0.047055688
4275,0.075223505
12393,0.075223505
8437,0.07887627
3785,0.053556968
4968,0.08576099
15109,0.08736392
7017,0.059575178
12161,0.0511829
6396,0.03090603
14888,0.13505937
15360,0.05623332
15396,0.071154274
11648,0.043974396
8618,0.07369521
16382,0.06532777
7185,0.054161966
3110,0.028549377
15089,0.060643375
10765,0.059575178
14784,0.075223505
15632,0.075223505
4064,0.024140924
13795,0.08061514
14717,0.12382499
3408,0.07887627
10950,0.06617913
14737,0.09524609
3578,0.05975304
1191,0.06132052
1281,0.047737584
1151,0.06791035
601,0.09912999
12543,0.06352291
11983,0.032019306
10619,0.050199416
15362,0.057402153
11647,0.07255236
9363,0.046766225
6452,0.016193753
7662,0.16952157
7883,0.06844557
8996,0.075223505
12335,0.040425558
13575,0.07926346
12700,0.04409844
13755,0.05127491
1790,0.0776678
9970,0.06221264
3888,0.08930561
4743,0.026884891
6200,0.037114166
443,0.17086145
1580,0.075223505
17269,0.047231525
3725,0.02555883
17162,0.026309446
8274,0.08078341
2293,0.03691071
3872,0.07688856
15638,0.13012868
7307,0.07887627
7166,0.08235252
4285,0.031270407
12822,0.043074902
17183,0.11124632
1625,0.08201979
9235,0.06472973
10730,0.032039907
6348,0.107859656
4353,0.06067891
413,0.066089414
6399,0.08061514
3752,0.07440737
5194,0.046280105
16412,0.075223505
384,0.06839327
15339,0.024932759
9570,0.08855513
2460,0.05060383
1815,0.076093934
13521,0.07887627
4017,0.07369521
9877,0.031816445
17296,0.03871301
13226,0.036368415
9569,0.06465865
8228,0.078080565
8814,0.073936336
14959,0.03066925
11974,0.08675815
5617,0.022692565
12143,0.04955492
6064,0.07887627
15987,0.11993935
11106,0.090638466
16833,0.07688856
8941,0.075223505
13446,0.06472973
12625,0.065372325
2098,0.052502956
9556,0.03752879
2755,0.04979888
13326,0.051738437
11434,0.075223505
4024,0.07369521
1546,0.060383048
12087,0.24711452
13443,0.13554664
2387,0.075223505
7607,0.019799154
33,0.049477473
17034,0.034351572
16795,0.02669088
3016,0.07688856
12093,0.06170218
8562,0.14768557
13147,0.09167835
4406,0.032713372
9740,0.08142878
3821,0.035882518
12278,0.05060383
14893,0.049801152
4198,0.32856336
1284,0.053457096
3710,0.05382798
15024,0.0776678
11144,0.12004139
17268,0.036210094
17393,0.075223505
14980,0.033524126
10522,0.027744848
14759,0.08061514
17258,0.07369521
2621,0.07887627
2165,0.075223505
2269,0.023651766
2487,0.08559038
9059,0.07887627
1124,0.075223505
9104,0.09443581
1071,0.10992964
11513,0.05863257
13550,0.044918302
127,0.053989436
615,0.15408118
5782,0.049969025
5324,0.039046504
5449,0.075223505
767,0.084236
10479,0.06929899
2149,0.11395223
4929,0.036030304
16210,0.07688856
11938,0.060674228
8098,0.08061514
9220,0.12910101
3655,0.06915649
11012,0.07532919
13310,0.0342402
14300,0.07854159
16903,0.08444264
8988,0.03712826
8258,0.053545848
4744,0.16374633
6376,0.07688856
3317,0.06472973
7606,0.067452
3653,0.047045436
10151,0.12199065
14969,0.016214613
15409,0.1698958
6771,0.07800943
7026,0.15437609
8711,0.07926346
13645,0.092291504
8901,0.027229933
6700,0.075223505
9044,0.03277586
15174,0.045073885
8373,0.07688856
1362,0.030853575
14764,0.075223505
9899,0.050296675
12616,0.18551686
12951,0.06849404
12787,0.08763133
8181,0.053576764
1481,0.0491831
17218,0.039005417
16765,0.078835405
3762,0.037141617
8928,0.041485436
15537,0.06472973
6265,0.035890337
4753,0.083094746
8221,0.035669457
8672,0.06472973
1048,0.075223505
16674,0.07688856
153,0.054549348
1962,0.054885782
9919,0.07688856
2908,0.027508635
4604,0.075223505
13250,0.07070506
17415,0.08495828
12019,0.06617913
2555,0.08791306
375,0.06703508
16857,0.052228287
9196,0.062886536
1908,0.11637378
2816,0.06664951
12736,0.053054444
5487,0.058103483
